SpecName,accGenus,accSpecies,PalmTribe,PalmSubfamily,Climbing,Acaulescence,Errect,UnderstoreyCanopy,StemSolitary,MaxStemHeight_m,MaxStemDia_cm,StemArmed,LeavesArmed,MaxLeafNumber,Max_Blade_Length_m,Max_Rachis_Length_m,Max_Petiole_length_m,AverageFruitLength_cm,MinFruitLength_cm,MaxFruitLength_cm,AverageFruitWidth_cm,MinFruitWidth_cm,MaxFruitWidth_cm,FruitSizeBinary,FruitShape,FruitColor,FruitTexture,FruitColorChange,FruitNotes,Extra reference / note
Astrocaryum carnosum,Astrocaryum,carnosum,Cocoseae,Arecoideae,0,0,1,understorey,0,4,18,1,1,8,3.5,,1.45,1.4,,,1,,,small,globose,,,,,
Astrocaryum chambira,Astrocaryum,chambira,Cocoseae,Arecoideae,0,0,1,canopy,1,30,40,1,1,16,9,5.5,3.25,7,6,8,4.75,4.5,5,large,,yellow to orange at maturity,greyish white to brown indument,,,
Astrocaryum chonta,Astrocaryum,chonta,Cocoseae,Arecoideae,0,0,1,canopy,1,7,25,0,1,12,6.26,4.5,,5.4,,,1.5,,,large,,,,,,
Astrocaryum ciliatum,Astrocaryum,ciliatum,Cocoseae,Arecoideae,0,2,2,understorey,1,0,,,1,12,4.8,4.8,,4.9,4.6,5.2,2.8,2.6,3,large,,,"with a brown to reddish indument, densely setose",,,
Astrocaryum confertum,Astrocaryum,confertum,Cocoseae,Arecoideae,0,0,1,canopy,1,17,25,1,1,12,4,4,,3,,,3,,,small,ovoid,,,,,
Astrocaryum echinatum,Astrocaryum,echinatum,Cocoseae,Arecoideae,0,0,1,,,,,,1,,,,,,,,,,,,,,,,,
Astrocaryum faranae,Astrocaryum,faranae,Cocoseae,Arecoideae,0,0,1,canopy,0,10,20,,1,12,4,4,,6.1,4.2,8,1.8,1.2,2.4,large,ovoid,,"covered with brown indument, armed with black spines",,,
Astrocaryum farinosum,Astrocaryum,farinosum,Cocoseae,Arecoideae,0,2,2,understorey,1,4,18,,1,12,5.2,5.2,,6.2,4.8,7.6,3.7,2.6,4.7,large,ovoid,,"covered with brown indument, armed with black spines",,,
Astrocaryum ferrugineum,Astrocaryum,ferrugineum,Cocoseae,Arecoideae,0,0,1,canopy,1,8,25,,1,16,5.1,5.1,,5.3,4.6,6,5.25,2.7,3.8,large,elongate,,"covered with brown indument, and dense black bristles",,,
Astrocaryum giganteum,Astrocaryum,giganteum,Cocoseae,Arecoideae,0,1,0,understorey,1,4,22,1,1,14,5.8,5.8,,4,,,2.5,,,large,globose,yellow to browwn-orange,smooth,,,
Astrocaryum gratum,Astrocaryum,gratum,Cocoseae,Arecoideae,0,0,1,understorey,2,5,17,1,1,,7.3,5.1,2.3,5.35,,,3.5,,,large,ovoid,,,,,
Astrocaryum huaimi,Astrocaryum,huaimi,Cocoseae,Arecoideae,0,0,1,canopy,0,7,15,1,1,12,5.5,3.5,2.1,3.55,3.2,3.9,2.75,2.5,3,small,globose,yellowish to orange,,,,
Astrocaryum huicungo,Astrocaryum,huicungo,Cocoseae,Arecoideae,0,0,1,understorey,0,2,15,1,1,,3,3,,5,,,3.5,,,large,elongate,,,,,
Astrocaryum jauari,Astrocaryum,jauari,Cocoseae,Arecoideae,0,0,1,canopy,2,20,30,1,1,15,6,3.6,2.5,3.5,2.5,5,2.4,1.7,3,small,ovoid,yellow or orange at maturity,glabrous,,,
Astrocaryum javarense,Astrocaryum,javarense,Cocoseae,Arecoideae,0,0,1,understorey,0,4,18,1,1,16,5.7,4.4,1.35,5.1,3.5,6.7,1.6,2.2,3,large,globose,,"covered with brown indument, armed with spines",,,
Astrocaryum macrocalyx,Astrocaryum,macrocalyx,Cocoseae,Arecoideae,0,0,1,canopy,,9,1,,1,,,,,8,,,6.5,,,large,ovoid,,,,,
Astrocaryum malybo,Astrocaryum,malybo,Cocoseae,Arecoideae,0,1,0,understorey,1,0,,,1,20,6.95,5,2.05,,,,,,,,elongate,,,,,
Astrocaryum mexicanum,Astrocaryum,mexicanum,Cocoseae,Arecoideae,0,0,1,canopy,1,6,8,1,1,11,3.6,3,0.65,3.5,,,1.8,,,small,globose,green-brownish hairs,spiny,,,Kew herbaria
Astrocaryum minus,Astrocaryum,minus,Cocoseae,Arecoideae,0,0,1,understorey,2,3,15,1,1,10,3.9,3.9,,1.2,,,1,,,small,globose,,,,,
Astrocaryum murumuru,Astrocaryum,murumuru,Cocoseae,Arecoideae,0,0,1,canopy,2,15,30,1,1,16,8,6,2.1,7.25,6,8.5,4.1,3.8,4.4,large,ovoid,"Yellow to tan, breaking open to show orange mesocarp",covered with a brownish indument,,,Kew herbaria
Astrocaryum paramaca,Astrocaryum,paramaca,Cocoseae,Arecoideae,0,0,1,canopy,1,8,11,,1,15,6.3,5,1.35,3.75,3.5,4,2.25,2,2.5,small,ovoid,brown -orange,"smooth with a ring of black bristles in the distal third, splitting to expose endocarp when ripe",,,
Astrocaryum perangustatum,Astrocaryum,perangustatum,Cocoseae,Arecoideae,0,0,1,understorey,1,4,23,1,1,14,4.5,,2.3,8,,,2.3,,,large,,,,,,
Astrocaryum rodriguesii,Astrocaryum,rodriguesii,Cocoseae,Arecoideae,0,0,1,canopy,1,20,25,1,1,17,3.5,3.5,,4,,,2.2,2,2.4,large,globose,"brownish to orange, dehiscent","smooth, epicarp splitting to expose the yellow mesocarp when ripe",,,Kew herbaria
Astrocaryum sciophilum,Astrocaryum,sciophilum,Cocoseae,Arecoideae,0,0,1,canopy,1,12,20,1,1,14,7.7,5.2,2.6,6.75,6.5,7,3.25,2.5,4,large,ovoid,Brown,"covered with a brown indument, armed with black spines",,,Kew herbaria
Astrocaryum scopatum,Astrocaryum,scopatum,Cocoseae,Arecoideae,0,0,1,,,,,,1,,,,,,,,,,,,elongate,,,,,
Astrocaryum sociale,Astrocaryum,sociale,Cocoseae,Arecoideae,0,2,2,understorey,1,0,0,0,1,8,3.6,2.1,1.55,5,4,6,3,2.5,3.5,large,,orange,"epicarp covered in a brown indument, armed with spines",,,Plantillustrations
Astrocaryum standleyanum,Astrocaryum,standleyanum,Cocoseae,Arecoideae,0,0,1,canopy,1,15,30,1,1,18,5.61,4,1.71,5.5,4,6,3.1,2.7,3.5,large,,orange at maturity,,,,
Astrocaryum triandrum,Astrocaryum,triandrum,Cocoseae,Arecoideae,0,0,1,understorey,1,5,12,1,1,8,3.09,3,,5,4,6,2.75,2.5,3,large,,,"with black spines, to 1,5 cm long",,,
Astrocaryum tucuma,Astrocaryum,tucuma,Cocoseae,Arecoideae,0,0,1,,,,,,1,,,,,,,,,,,,,,,,,
Astrocaryum ulei,Astrocaryum,ulei,Cocoseae,Arecoideae,0,0,1,canopy,2,8,20,,1,14,5.1,5.1,,4.65,3.1,6.2,3,2.5,3.5,large,globose,,"epicarp covered with a brownish indument, bristels and minute spines",,,
Astrocaryum urostachys,Astrocaryum,urostachys,Cocoseae,Arecoideae,0,0,1,canopy,2,10,20,1,1,15,8,6,2.57,7.5,6,9,2.5,,,large,globose,"Immature fruits oviate, yellow with black spines",covered with brown to black bristels,,,Kew herbaria
Astrocaryum vulgare,Astrocaryum,vulgare,Cocoseae,Arecoideae,0,0,1,canopy,0,15,20,1,1,16,7.5,5,2.6,4.25,3.5,5,3.2,2.5,3.7,large,ovoid,"yellow, orange",smooth,,,Kew herbaria
Attalea allenii,Attalea,allenii,Cocoseae,Arecoideae,0,1,0,understorey,1,0,,0,0,15,8.33,5.1,2.98,7,6,8,4.25,3.5,5,large,,light brown,,,,
Attalea amygdalina,Attalea,amygdalina,Cocoseae,Arecoideae,0,1,0,understorey,1,0.5,25,0,0,15,9.32,9,,7.5,6,9,5,,,large,globose,brown,,,,
Attalea amylacea,Attalea,amylacea,Cocoseae,Arecoideae,0,0,1,,1,,,0,0,,,,,,,,,,,,,,,,,
Attalea anisitsiana,Attalea,anisitsiana,Cocoseae,Arecoideae,0,1,0,understorey,1,0,,0,0,,,,,,,,,,,,ovoid,,,,,
Attalea apoda,Attalea,apoda,Cocoseae,Arecoideae,0,0,1,canopy,1,13,,0,0,,,,,6,5,7,3.3,3,3.5,large,globose,,smooth,,,
Attalea attaleoides,Attalea,attaleoides,Cocoseae,Arecoideae,0,1,0,understorey,1,0,,0,0,11,8,6,2.1,5,4.5,5.5,2.25,2,2.5,large,ovoid,brownish,,,,
Attalea barreirensis,Attalea,barreirensis,Cocoseae,Arecoideae,0,1,0,understorey,1,0,,0,0,9,2.13,1.8,0.38,5.25,5,5.5,3.75,3,4.5,large,,yellow to orange-red or crimson,smooth,,,
Attalea bassleriana,Attalea,bassleriana,Cocoseae,Arecoideae,0,0,1,,1,,,0,0,,,,,9.05,,,5.56,,,large,ovoid,,,,,Kew herbaria
Attalea blepharopus,Attalea,blepharopus,Cocoseae,Arecoideae,0,0,1,,1,,,0,0,,,,,,,,,,,,globose,,,,,
Attalea brasiliensis,Attalea,brasiliensis,Cocoseae,Arecoideae,0,0,1,canopy,1,6,,0,0,,,,,6,,,5,4.8,5.2,large,globose,,,,,
Attalea brejinhoensis,Attalea,brejinhoensis,Cocoseae,Arecoideae,0,0,1,canopy,1,30,50,0,0,,9.32,8.3,,9,8,10,6,5,7,large,globose,,,,,
Attalea burretiana,Attalea,burretiana,Cocoseae,Arecoideae,0,0,1,,,,,0,0,,,,,7.27,7,8.5,4.55,5,6,large,,brown to dark brown,,,,Kew herbaria
Attalea butyracea,Attalea,butyracea,Cocoseae,Arecoideae,0,0,1,canopy,1,25,75,0,0,35,13.34,10,2.75,8.25,4.5,12,3.75,3,4.5,large,ovoid,"dull orange, yellow or brown",,,,
Attalea camopiensis,Attalea,camopiensis,Cocoseae,Arecoideae,0,1,0,understorey,1,0,,0,0,,,,,,,,,,,,ovoid,,,,,
Attalea cephalotus,Attalea,cephalotus,Cocoseae,Arecoideae,0,0,1,,1,,,0,0,,,,,,,,,,,,ovoid,,,,,
Attalea cohune,Attalea,cohune,Cocoseae,Arecoideae,0,0,1,canopy,1,25,60,0,0,30,14.35,9,4.1,6,4,8,3.9,3.3,4.5,large,,brown or yellow-brown,,,,
Attalea colenda,Attalea,colenda,Cocoseae,Arecoideae,0,0,1,canopy,1,35,60,0,0,25,12.5,10,2.6,5,4,6,3.5,,,large,globose,orange-brown,,,,
Attalea compta,Attalea,compta,Cocoseae,Arecoideae,0,0,1,canopy,1,15,,0,0,,6.5,6.5,,8.75,8,9.5,5.25,5,5.5,large,globose,brown,,,,Kew herbaria
Attalea crassispatha,Attalea,crassispatha,Cocoseae,Arecoideae,0,0,1,canopy,1,20,35,0,0,19,5.4,4,1.45,3.75,3.5,4,2,,,small,globose,reddish,,,,
Attalea cuatrecasana,Attalea,cuatrecasana,Cocoseae,Arecoideae,0,1,0,understorey,1,0,,0,0,10,9.36,7,2.46,12.5,11,14,8.5,7.5,9.5,large,,cafe,,,,Kew herbaria
Attalea dahlgreniana,Attalea,dahlgreniana,Cocoseae,Arecoideae,0,0,1,canopy,1,15,55,0,0,20,9.3,8.2,1.15,7.5,6,9,3.25,2.5,4,large,ovoid,brownish,,,,
Attalea degranvillei,Attalea,degranvillei,Cocoseae,Arecoideae,0,1,0,understorey,1,0,,0,0,,,,,,,,,,,,,,,,,
Attalea dubia,Attalea,dubia,Cocoseae,Arecoideae,0,0,1,canopy,1,25,35,0,0,35,7,7,,6.25,6,6.5,3,3,4,large,elongate,,,,,
Attalea eichleri,Attalea,eichleri,Cocoseae,Arecoideae,0,1,0,understorey,1,1.5,,0,0,8,2.73,2,0.78,7.5,7,8,4.75,4,5.5,large,globose,dark brown,,,,
Attalea exigua,Attalea,exigua,Cocoseae,Arecoideae,0,1,0,understorey,1,0,,0,0,8,1.45,1.4,0.12,5,4,6,4.25,3,5.5,large,ovoid,reddish orange to dark purple,,,,
Attalea fairchildensis,Attalea,fairchildensis,Cocoseae,Arecoideae,0,0,1,,1,,,0,0,,5.06,3.86,1.25,,,,,,,,ovoid,,,,,
Attalea funifera,Attalea,funifera,Cocoseae,Arecoideae,0,0,1,canopy,1,15,30,0,0,15,12,,,12.5,10,15,6,3,9,large,globose,,,,,
Attalea geraensis,Attalea,geraensis,Cocoseae,Arecoideae,0,1,0,understorey,1,0,0,0,0,8,2.6,2.2,0.45,6,5,7,3.75,3,4.5,large,elongate,reddish brown,,,,
Attalea guacuyule,Attalea,guacuyule,Cocoseae,Arecoideae,0,0,1,,1,,,0,0,,,,,,,,,,,,ovoid,,,,,
Attalea guianensis,Attalea,guianensis,Cocoseae,Arecoideae,0,1,0,understorey,1,0,,0,0,,,,,,,,,,,,ovoid,,,,,
Attalea hoehnei,Attalea,hoehnei,Cocoseae,Arecoideae,0,1,0,understorey,1,0,,0,0,,,,,,,,,,,,ovoid,,,,,
Attalea huebneri,Attalea,huebneri,Cocoseae,Arecoideae,0,0,1,,1,,,0,0,,,,,,,,,,,,globose,,,,,
Attalea humilis,Attalea,humilis,Cocoseae,Arecoideae,0,1,0,understorey,1,0,,0,0,15,8.5,5.5,2.75,6.5,4,9,5.25,2.5,8,large,ovoid,brownish,,,,
Attalea iguadummat,Attalea,iguadummat,Cocoseae,Arecoideae,0,1,0,understorey,1,0,,0,0,17,10.22,,,8.5,7,10,5.4,4.5,6.3,large,globose,,,,,
Attalea insignis,Attalea,insignis,Cocoseae,Arecoideae,0,1,0,understorey,1,0,,0,0,15,7,6,,7.5,7,8,3.75,3.5,4,large,ovoid,orange,"with a cinnamon, scale-like indument",,,
Attalea kewensis,Attalea,kewensis,Cocoseae,Arecoideae,0,0,1,,1,,,0,0,,,,,,,,,,,,globose,,,,,
Attalea lauromuelleriana,Attalea,lauromuelleriana,Cocoseae,Arecoideae,0,0,1,,1,,,0,0,,,,,,,,,,,,ovoid,,,,,
Attalea luetzelburgii,Attalea,luetzelburgii,Cocoseae,Arecoideae,0,1,0,understorey,1,0,,0,0,6,8.2,4.9,3.15,5.25,5,5.5,2.25,2,2.5,large,,brown,,,,
Attalea macrolepis,Attalea,macrolepis,Cocoseae,Arecoideae,0,0,1,,1,,,0,0,,,,,,,,,,,,elongate,,,,,
Attalea magdalenica,Attalea,magdalenica,Cocoseae,Arecoideae,0,0,1,,1,,,0,0,,,,,,,,,,,,globose,yellow,,,,
Attalea maracaibensis,Attalea,maracaibensis,Cocoseae,Arecoideae,0,0,1,,1,,,0,0,,,,,,,,,,,,globose,,,,,
Attalea maripa,Attalea,maripa,Cocoseae,Arecoideae,0,0,1,canopy,1,20,35,0,0,22,15.4,10,5.15,5,4,6,2.75,2.5,3,large,ovoid,brownish; orange,with a brown indument,,,
Attalea maripensis,Attalea,maripensis,Cocoseae,Arecoideae,0,1,0,understorey,1,0,,0,0,,,,,,,,,,,,globose,,,,,
Attalea microcarpa,Attalea,microcarpa,Cocoseae,Arecoideae,0,1,0,understorey,1,0,,0,0,16,7.8,6,1.9,3.75,3.5,4,2.5,2,3,small,ovoid,brownish; pale yellow,,,,Kew herbaria
Attalea minarum,Attalea,minarum,Cocoseae,Arecoideae,0,0,1,,1,,,0,0,,,,,,,,,,,,,,,,,
Attalea moorei,Attalea,moorei,Cocoseae,Arecoideae,0,0,1,,1,,,0,0,,,,,,,,,,,,elongate,,,,,
Attalea nucifera,Attalea,nucifera,Cocoseae,Arecoideae,0,1,0,understorey,1,0,,0,0,13,7,5,2.1,6.75,6.5,7,4.5,4,5,large,ovoid,brown,,,,
Attalea oleifera,Attalea,oleifera,Cocoseae,Arecoideae,0,0,1,canopy,1,30,45,0,0,30,11.8,9.8,2.1,9,7,11,5,4,6,large,globose,rusty brown,,,,
Attalea osmantha,Attalea,osmantha,Cocoseae,Arecoideae,0,0,1,,1,,,0,0,,,,,,,,,,,,,greenish?,,,,
Attalea peruviana,Attalea,peruviana,Cocoseae,Arecoideae,0,0,1,,1,,,0,0,,,,,,,,,,,,globose,,,,,
Attalea phalerata,Attalea,phalerata,Cocoseae,Arecoideae,0,0,1,canopy,1,10,60,0,0,30,9.7,7.4,2.1,8.5,6,11,4,3,5,large,globose,green; brown,,,,Kew herbaria Kew herbaria
Attalea piassabossu,Attalea,piassabossu,Cocoseae,Arecoideae,0,0,1,canopy,1,15,50,0,0,25,,,,8,7,9,5.25,4.5,6,large,globose,,,,,
Attalea pindobassu,Attalea,pindobassu,Cocoseae,Arecoideae,0,0,1,canopy,1,15,50,0,0,25,8.7,6.48,1.27,7.4,,,4.93,,,large,,orange oily mesocarp,,,,Kew herbaria
Attalea plowmanii,Attalea,plowmanii,Cocoseae,Arecoideae,0,1,0,understorey,1,0,,0,0,15,6,6,,11,,,6,,,large,ovoid,light brown,,,,
Attalea princeps,Attalea,princeps,Cocoseae,Arecoideae,0,0,1,canopy,1,15,30,0,0,12,6.22,6.22,,7,6,8,3.35,,,large,ovoid,green brownish,,,,Kew herbaria
Attalea racemosa,Attalea,racemosa,Cocoseae,Arecoideae,0,1,0,understorey,2,0,,0,0,35,6.39,4.5,1.99,7.5,6,9,4.75,4,5,large,ovoid,dark brown,covered with a rust-colored indumentum,,,
Attalea rostrata,Attalea,rostrata,Cocoseae,Arecoideae,0,0,1,understorey,1,1.5,48,0,0,,5,,,,,,,,,,ovoid,,,,,
Attalea salazarii,Attalea,salazarii,Cocoseae,Arecoideae,0,0,1,,1,,,0,0,,,,,,,,,,,,elongate,,,,,
Attalea salvadorensis,Attalea,salvadorensis,Cocoseae,Arecoideae,0,0,1,canopy,1,30,,0,0,,7,,,9,,,5,,,large,elongate,,,,,
Attalea seabrensis,Attalea,seabrensis,Cocoseae,Arecoideae,0,0,1,canopy,1,20,40,0,0,,6.3,6.3,,7.5,6,9,6.25,5.5,7,large,,,,,,
Attalea septuagenata,Attalea,septuagenata,Cocoseae,Arecoideae,0,0,1,canopy,1,12,30,0,0,20,10.5,9,1.55,10.75,10,11.5,5.5,5,6,large,ovoid,,,,,
Attalea speciosa,Attalea,speciosa,Cocoseae,Arecoideae,0,0,1,canopy,1,20,41,0,0,22,7.82,6.72,1.25,9.55,6.6,12.5,6.8,3.7,9.9,large,,,,,,
Attalea spectabilis,Attalea,spectabilis,Cocoseae,Arecoideae,0,1,0,understorey,1,1,,0,0,8,4.6,4.6,,5.5,5,6,3.5,3,4,large,globose,brownish; yellowish-brown,,,,
Attalea teixeirana,Attalea,teixeirana,Cocoseae,Arecoideae,0,2,2,,1,,,0,0,,,,,,,,,,,,elongate,,,,,
Attalea tessmannii,Attalea,tessmannii,Cocoseae,Arecoideae,0,0,1,canopy,1,19,40,0,0,12,11.5,9.3,2.3,12.5,12,13,6.5,6,7,large,ovoid,brownish,,,,
Attalea vitrivir,Attalea,vitrivir,Cocoseae,Arecoideae,0,0,1,canopy,1,20,50,0,0,20,8.7,7.5,1.25,12,10,14,5,4,6,large,globose,,endocarp woody,,,
Attalea voeksii,Attalea,voeksii,Cocoseae,Arecoideae,0,0,1,,1,,,0,0,,,,,,,,,,,,globose,,,,,
Attalea weberbaueri,Attalea,weberbaueri,Cocoseae,Arecoideae,0,1,0,understorey,1,0,,0,0,,,,,,,,,,,,,,,,,
Attalea wesselsboeri,Attalea,wesselsboeri,Cocoseae,Arecoideae,0,0,1,,1,,,0,0,,,,,,,,,,,,,,,,,
Bactris acanthocarpa,Bactris,acanthocarpa,Cocoseae,Arecoideae,0,1,0,understorey,2,2,7,0,1,15,3.8,2.1,1.8,1.4,,,1.4,1,1.8,small,globose,orange or red,covered with short spinules,,Acc to borchesius fruits ca. 1 cm diam,
Bactris acanthocarpoides,Bactris,acanthocarpoides,Cocoseae,Arecoideae,0,0,1,understorey,0,4,4,1,1,15,4.5,2.5,2.1,1.6,,,1.6,1.2,2,small,ovoid,"orange, yellowish or red",covered with short spinules,,,
Bactris ana-juliae,Bactris,ana-juliae,Cocoseae,Arecoideae,0,0,1,understorey,0,3,1.5,1,1,8,0.54,0.54,,1.1,1,1.2,0.9,,1,small,globose,orange-red,,,,
Bactris aubletiana,Bactris,aubletiana,Cocoseae,Arecoideae,0,0,1,understorey,2,2,0.5,0,1,11,0.18,0.18,,0.6,,,0.6,0.5,0.7,small,globose,orange,,,,
Bactris bahiensis,Bactris,bahiensis,Cocoseae,Arecoideae,0,0,1,understorey,2,3,1,0,1,12,0.68,0.35,0.38,1.5,,,1.1,1,1.2,small,ovoid,yellow-green,,,,
Bactris balanophora,Bactris,balanophora,Cocoseae,Arecoideae,0,0,1,canopy,0,7,3,0,1,8,2.45,1.5,,1.5,,,0.75,0.7,0.8,small,ovoid,orange,,,,
Bactris barronis,Bactris,barronis,Cocoseae,Arecoideae,0,0,1,canopy,0,8,8,0,1,9,3.92,3.35,0.62,1.3,,,1.3,1,1.6,small,globose,orange-red,covered with short bristles,,,
Bactris bidentula,Bactris,bidentula,Cocoseae,Arecoideae,0,0,1,understorey,0,4,4.5,1,1,16,3,2,,2,,,2,0.8,1.5,small,ovoid,purple-black,,,,
Bactris bifida,Bactris,bifida,Cocoseae,Arecoideae,0,0,1,understorey,0,4,2,1,1,,1.7,0.7,,2.5,,,1.25,1,1.5,small,globose,purple-black,,,,
Bactris brongniartii,Bactris,brongniartii,Cocoseae,Arecoideae,0,0,1,canopy,0,6,5,1,1,6,3.55,2.15,1.45,1.5,,,1.5,,,small,,purple-black,,,,
Bactris campestris,Bactris,campestris,Cocoseae,Arecoideae,0,0,1,understorey,0,5,4,1,1,5,2.4,1.5,,0.65,,,0.65,0.5,0.8,small,ovoid,red or orange-red,,,,
Bactris caryotifolia,Bactris,caryotifolia,Cocoseae,Arecoideae,0,0,1,understorey,0,1.5,2,1,1,12,1.12,0.75,0.42,1.4,,,1.4,1,1.8,small,,purple-black,,,,
Bactris caudata,Bactris,caudata,Cocoseae,Arecoideae,0,0,1,understorey,2,5,2.5,1,1,8,1,1,,1.1,0.9,1.3,1.15,1.1,1.2,small,ovoid,orange-red,,,Fruits: with a prominent beak,
Bactris charnleyae,Bactris,charnleyae,Cocoseae,Arecoideae,0,0,1,understorey,0,2,0.9,0,0,6,2.71,2.6,0.13,0.65,,,0.65,0.5,0.8,small,globose,orange or yellow,,,,
Bactris chaveziae,Bactris,chaveziae,Cocoseae,Arecoideae,0,0,1,understorey,0,4,2,0,1,10,0.76,0.76,,2.75,2,3.5,1.5,1,2,small,,purple-black,,,,
Bactris coloniata,Bactris,coloniata,Cocoseae,Arecoideae,0,0,1,canopy,0,7,5,1,1,7,2.58,1.4,1.23,2.25,,,2.25,1.5,3,small,ovoid,yellowish brown; red to brownish red,"covered with short stiff bristles, becomming smooth at maturity; rough",,,
Bactris coloradonis,Bactris,coloradonis,Cocoseae,Arecoideae,0,0,1,canopy,2,10,8,1,1,6,3.12,2.1,1.07,2,,,1.45,1.4,1.5,small,ovoid,orange-red,smooth,,,
Bactris concinna,Bactris,concinna,Cocoseae,Arecoideae,0,0,1,canopy,0,8,5,0,1,10,2.97,2,,3.25,2,5,1.75,1,2.5,small,ovoid,"purple-black, glossy",,,,
Bactris constanciae,Bactris,constanciae,Cocoseae,Arecoideae,0,0,1,understorey,0,5,5,1,1,8,4,2,2.1,2,,,2,1.5,2.5,small,ovoid,"dark red, rosy red, or magenta-purble","covered with fleshy, spiny projections",,,
Bactris corossilla,Bactris,corossilla,Cocoseae,Arecoideae,0,0,1,canopy,2,6,4,1,1,8,2.5,1.52,,2.25,2,2.5,1.85,1.7,2,small,elongate,yellow becomming purple-black; black,sommth,1,,
Bactris cubensis,Bactris,cubensis,Cocoseae,Arecoideae,0,0,1,canopy,0,6,10,1,1,10,2.5,2,0.55,1.25,,,1.25,1,1.5,small,globose,red,,,,Kew herbaria
Bactris cuspidata,Bactris,cuspidata,Cocoseae,Arecoideae,0,0,1,understorey,0,1.5,0.8,0,1,5,1,0.5,0.55,1,,,0.7,,1,small,ovoid,red,,,,
Bactris dianeura,Bactris,dianeura,Cocoseae,Arecoideae,0,0,1,understorey,0,5,3,1,1,7,1.65,1.25,0.45,1.5,1.2,1.8,1.4,1.2,1.6,small,globose,bright orange,,,,
Bactris elegans,Bactris,elegans,Cocoseae,Arecoideae,0,0,1,understorey,0,3.5,1.5,1,1,13,1,0.6,0.45,1.35,,,1.35,1.2,1.5,small,ovoid,purple-black,,,,
Bactris faucium,Bactris,faucium,Cocoseae,Arecoideae,0,0,1,canopy,0,6,1.5,0,1,10,0.35,0.35,,2,,,2,,,small,globose,purple-black,,,,
Bactris ferruginea,Bactris,ferruginea,Cocoseae,Arecoideae,0,0,1,canopy,0,10,10,1,1,12,2.88,2,1,1.65,,,1.65,1.3,2,small,ovoid,purple-black,,,,
Bactris fissifrons,Bactris,fissifrons,Cocoseae,Arecoideae,0,0,1,understorey,0,3,3,0,1,12,1.1,1.1,,2.75,2.5,3,1.75,1.5,2,small,,yellowish,,,,
Bactris gasipaes,Bactris,gasipaes,Cocoseae,Arecoideae,0,0,1,canopy,2,18,25,1,1,20,4,3.5,0.55,5,,,4,3,5,large,,"yellow, orange or red",,,,
Bactris gastoniana,Bactris,gastoniana,Cocoseae,Arecoideae,0,1,0,understorey,2,0.6,2,0,1,8,1.3,0.55,0.8,2.75,2.5,3,1.75,1.5,2,small,,purple-black,,,,
Bactris glandulosa,Bactris,glandulosa,Cocoseae,Arecoideae,0,0,1,understorey,2,5,4.5,1,1,6,2.5,1.7,0.92,1.05,,,1.05,0.5,1.6,small,globose,red,,,,
Bactris glassmanii,Bactris,glassmanii,Cocoseae,Arecoideae,0,0,1,understorey,2,3,2,1,1,8,1.8,1,0.92,1.3,,,1.3,0.6,2,small,,yellow,,,,
Bactris glaucescens,Bactris,glaucescens,Cocoseae,Arecoideae,0,0,1,understorey,0,4,4,1,1,16,2.08,1.71,0.42,1.6,,,1.6,1.2,2,small,globose,purple-black,,,,
Bactris gracilior,Bactris,gracilior,Cocoseae,Arecoideae,0,0,1,understorey,0,4,2,1,1,9,2.06,0.96,1.15,1.15,1,1.3,1,0.9,1.1,small,ovoid,orange,,,,
Bactris grayumii,Bactris,grayumii,Cocoseae,Arecoideae,0,0,1,understorey,2,3.5,3,0,1,9,1.15,0.7,0.5,1.15,1.1,1.2,1,0.9,1.1,small,globose,orange,,,,
Bactris guineensis,Bactris,guineensis,Cocoseae,Arecoideae,0,0,1,understorey,0,3,3,1,1,11,0.94,0.82,0.14,1.75,,,1.75,1.5,2,small,,purple-black,,,,
Bactris halmoorei,Bactris,halmoorei,Cocoseae,Arecoideae,0,0,1,canopy,0,8,5,1,1,9,2.5,2.5,,1.5,,,1.5,,1.5,small,ovoid,orange or red,spinulous,,,
Bactris hatschbachii,Bactris,hatschbachii,Cocoseae,Arecoideae,0,0,1,understorey,0,5,2.5,0,1,,1.76,1.6,0.18,2.05,1.8,2.3,2,,,small,ovoid,purple-black,densely covered with short bulbous-based spines,,,
Bactris herrerana,Bactris,herrerana,Cocoseae,Arecoideae,0,0,1,understorey,0,3,2.5,1,1,6,1.2,,,1.2,0.9,1.5,1.1,0.7,1.5,small,ovoid,red,,,,
Bactris hirta,Bactris,hirta,Cocoseae,Arecoideae,0,0,1,understorey,0,3,2,0,1,8,1.69,0.8,1.01,0.75,0.5,1,0.75,0.5,1,small,,orange-red or red; to purplish black,covered with spinules; small bristels,,,
Bactris horridispatha,Bactris,horridispatha,Cocoseae,Arecoideae,0,0,1,canopy,0,6,3,1,1,8,2.2,1.5,0.75,3.25,3,3.5,2.4,2.3,2.5,small,,purple-black,glabrous,,,
Bactris jamaicana,Bactris,jamaicana,Cocoseae,Arecoideae,0,0,1,canopy,0,12,12,1,1,7,2.3,2.3,,1.1,,,1.1,0.9,1.3,small,ovoid,orange or red,,,,
Bactris killipii,Bactris,killipii,Cocoseae,Arecoideae,0,0,1,understorey,2,0.6,1.5,0,0,10,16,15,,1.45,1.4,1.5,0.9,0.8,1,small,ovoid,orange-red,,,,
